0,1,2,3,4,5,6,7
2019-10-11 08:34:32,RT @bbchausa: BBC ta gudanar da bincike wanda ya gano yadda malaman jami'a ke lalata da kananan 'yan mata a jami'o'i a Najeriya. #SexForGra…,in,Flying Office,False,Twitter for iPhone,192,0
2019-10-11 08:33:53,"RT @CNorthcott1: @kikimordi, Kemi Alabi and I began investigating #SexforGrades as far back as Nov 2017. The situation is worse than all of…",en,Nigeria,False,Twitter for iPhone,1232,0
2019-10-11 08:33:47,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,,False,Twitter for Android,16536,0
2019-10-11 08:32:59,"RT @BBCAfrica: These revelations are just part of what #BBCAfricaEye uncovered during this ground-breaking expose of #SexForGrades.

#Nothi…",en,Abuja/Jos,False,Twitter for Android,171,0
2019-10-11 08:27:58,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,"Makurdi North, Nigeria",False,Twitter for Android,16536,0
2019-10-11 08:27:31,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,Uyo Nigeria,False,Twitter for Android,16536,0
2019-10-11 08:27:28,"RT @BBCAfrica: These revelations are just part of what #BBCAfricaEye uncovered during this ground-breaking expose of #SexForGrades.

#Nothi…",en,Uyo Nigeria,False,Twitter for Android,171,0
2019-10-11 08:24:07,"RT @TheAfricaReport: For Nigeria in particular, ""Sex for grades"" is one more shock in a yearlong roster of scandal, writes @EromoEgbejule…",en,The Netherlands,False,Twitter for Android,3,0
2019-10-11 08:23:36,"RT @kikimordi: The full Documentary is here https://t.co/cB0SbnzSIi
#SexForGrades #BBCAfricaEye https://t.co/APQkGx7guY",en,,False,Twitter Web App,4723,0
2019-10-11 08:22:38,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,On the wheels of steel,False,Twitter for Android,130,0
2019-10-11 08:22:31,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,Nigeria,False,Twitter for Android,16536,0
2019-10-11 08:20:24,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"Ilorin, Nigeria",False,Twitter for Android,130,0
2019-10-11 08:15:26,"For Nigeria in particular, ""Sex for grades"" is one more shock in a yearlong roster of scandal, writes… https://t.co/cS31sbrbkb",en,"Paris, France",False,Twitter Web App,3,3
2019-10-11 08:14:52,"RT @Eldeezy_Live: I kept saying it...even had to put it in a freestyle...Thank God they are now being exposed!!!
#SexForGrades
#BBCAfricaEy…",en,"Accra, Ghana",False,Twitter for iPhone,135,0
2019-10-11 08:13:19,"RT @IbomYouth4SRHR: Using @BHInigeria as a case study. Community dialogue, outreaches to schools in remote areas and survivors support/enco…",en,"Igarra, Edo State - Nigeria",False,Twitter for Android,3,0
2019-10-11 08:12:49,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,,False,Twitter for Android,143,0
2019-10-11 08:11:20,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Earth 😊,False,Twitter for Android,143,0
2019-10-11 08:10:55,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"Dakar, Senegal",False,Twitter Web App,130,0
2019-10-11 08:09:50,"RT @kikimordi: The full Documentary is here https://t.co/cB0SbnzSIi
#SexForGrades #BBCAfricaEye https://t.co/APQkGx7guY",en,Nigeria,False,Twitter for Android,4723,0
2019-10-11 08:06:11,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,Nigeria,False,Twitter for Android,130,0
2019-10-11 08:03:49,Locking up the ‘cold room’ is not enough. It’s just a structure. They will find another room. We need to LOCK UP se… https://t.co/vPgkeODaZf,en,"Surulere, Lagos",False,Twitter for iPhone,7,22
2019-10-11 08:02:59,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,,False,Twitter for Android,143,0
2019-10-11 07:55:32,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"Lagos, Nigeria",False,Twitter for Android,130,0
2019-10-11 07:52:41,"RT @tvcnewsng: #Sexforgrades : Systems that encourage harrassment in our institutions must be dismantled - @kikimordi, #bbcafricaeye https:…",en,"Birnin-Kebbi, Nigeria",False,Twitter for Android,4,0
2019-10-11 07:47:28,"RT @Eldeezy_Live: I kept saying it...even had to put it in a freestyle...Thank God they are now being exposed!!!
#SexForGrades
#BBCAfricaEy…",en,+233🚦,False,Twitter for iPhone,135,0
2019-10-11 07:46:14,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"Burma Camp , Accra ",False,Twitter for Android,130,0
2019-10-11 07:43:12,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Lagos, Nigeria",False,Twitter for Android,143,0
2019-10-11 07:34:40,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,where magic happens ,False,Twitter for Android,143,0
2019-10-11 07:31:03,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Abe Igi Anu,False,Twitter for iPhone,143,0
2019-10-11 07:29:29,"RT @kikimordi: The full Documentary is here https://t.co/cB0SbnzSIi
#SexForGrades #BBCAfricaEye https://t.co/APQkGx7guY",en,Imohukut@gmail.com,False,Twitter for iPhone,4723,0
2019-10-11 07:27:15,"RT @BBCAfrica: @kikimordi ""Sexual harassment is a naked abuse of power.""

BBC Africa Eye's explosive new documentary premieres on Monday 7t…",en,Canada,False,Twitter Web App,4100,0
2019-10-11 07:27:08,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,United Kingdom,False,Twitter for iPhone,130,0
2019-10-11 07:24:33,"RT @SaromeneKvng: Dr Boniface : Do u want me to kiss you?

Girl : Ok i've heard u Sir.

Dr Boniface : Answer do u want me to kiss u *curiou…",en,"Texas, USA",False,Twitter for Android,15,0
2019-10-11 07:22:13,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,London ,False,Twitter for iPhone,130,0
2019-10-11 07:22:11,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Maiduguri, Nigeria",False,Twitter for Android,143,0
2019-10-11 07:18:01,"RT @AkiMarlin: For those searching for the BBC 
#SEXFORGRADES  🎥 Documentary here is a  #THREAD for the Video as it unrolls ; this is a cal…",en,Theatre Of Dreams ,False,Twitter for Android,5140,0
2019-10-11 07:15:20,"RT @BBCAfrica: Thread:

Sex for Grades - university lecturers harassing female students, pressuring them for sex in return for grades or ad…",en,,False,Twitter for iPhone,6634,0
2019-10-11 07:13:55,RT @Obroni_Ba: #BBCAfricaEye #sexforgrades😂😂😂😂 https://t.co/CbD0w5np8Z,und,Ghana,False,Twitter for Android,4,0
2019-10-11 07:12:55,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,,False,Twitter for Android,143,0
2019-10-11 07:12:10,"RT @kikimordi: Tonight, we will reveal more lecturers we caught on camera when we post our full hour long documentary on @BBCAfrica YouTube…",en,Bikini Bottom ♥,False,Twitter for Android,10548,0
2019-10-11 07:11:07,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"London, England",False,Twitter for iPhone,130,0
2019-10-11 07:09:45,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,Londoner In Lasgidi,False,Twitter for iPhone,130,0
2019-10-11 07:07:42,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Abuja, Nigeria",False,TweetCaster for Android,143,0
2019-10-11 07:06:06,"RT @BBCAfrica: Thread:

Sex for Grades - university lecturers harassing female students, pressuring them for sex in return for grades or ad…",en,,False,Twitter for Android,6634,0
2019-10-11 07:05:42,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Everywhere,True,Twitter for Android,143,0
2019-10-11 07:01:27,"RT @AkiMarlin: For those searching for the BBC 
#SEXFORGRADES  🎥 Documentary here is a  #THREAD for the Video as it unrolls ; this is a cal…",en,"Kaduna, Nigeria",False,Twitter for Android,5140,0
2019-10-11 06:56:54,"RT @gistnigeriatv: ""University of Lagos does not tolerate impunity.""

Professor Abigail Ogwezzy-Ndisika @abigaily2k tells @JokeLijadu in an…",en,Kenya,False,Twitter for iPhone,11,0
2019-10-11 06:49:20,"ALL WE DO HERE IS STAY WINNING.IF YOU ARE INTERESTED IN OUR FIXED MATCH

 WHATSAPP +2348093857920

#sexforgrades… https://t.co/wX1LJCZ9L7",en,Central African Republic,False,Twitter for Android,0,0
2019-10-11 06:45:29,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"Boston, MA",False,Twitter for iPhone,130,0
2019-10-11 06:39:36,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Bantu Region,False,Twitter for Android,143,0
2019-10-11 06:33:09,"Check this piece out #bbcafricaeye #SexForGrades
Can I be your Side Guy? https://t.co/nHnofx3O5C",en,Gh/West-AfriQA,False,Facebook,0,1
2019-10-11 06:31:28,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Victoria Island, Nigeria",False,Twitter for iPhone,143,0
2019-10-11 06:31:25,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,womanisting,False,Twitter for Android,130,0
2019-10-11 06:25:57,"RT @kikimordi: The full Documentary is here https://t.co/cB0SbnzSIi
#SexForGrades #BBCAfricaEye https://t.co/APQkGx7guY",en,"Lagos, Nigeria",False,Twitter for Android,4723,0
2019-10-11 06:20:07,"RT @SpeakingPen: Men of God are not God of men
and not all professed man of God are sent by God.

#SexForMark #BBCAfricaEye",en,Lagos,False,Twitter for iPhone,1,0
2019-10-11 06:18:58,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Isle Of The Blessed,False,Twitter for Android,143,0
2019-10-11 06:17:23,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,,False,Twitter for Android,130,0
2019-10-11 06:16:31,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,"Accra, Ghana",False,Twitter for iPhone,130,0
2019-10-11 06:15:12,"RT @HNNAfrica: BBC has done a good job exposing Nigeria right? Why haven't they exposed Lawmakers? Ganduje, Oduah, Adeosun, Dasuki?
Thank m…",en,"Abuja, Nigeria",False,Twitter for Android,20,0
2019-10-11 06:15:05,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Lagos, Nigeria",False,Twitter for Android,143,0
2019-10-11 06:14:48,"RT @kikimordi: In other news...
#SexForGrades #BBCAfricaEye https://t.co/Lzo2XYZLV2",en,"Lagos, Nigeria",False,Twitter for Android,658,0
2019-10-11 06:13:56,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,writing in nostalgia cafe ,False,Twitter for Android,130,0
2019-10-11 06:13:48,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,United Kingdom,False,Twitter for iPhone,143,0
2019-10-11 06:11:39,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,Lagos State,False,Twitter for Android,130,0
2019-10-11 06:10:36,"Men of God are not God of men
and not all professed man of God are sent by God.

#SexForMark #BBCAfricaEye",en,"Lagos, Nigeria",False,Twitter for iPhone,1,2
2019-10-11 06:08:45,"RT @BBCAfrica: @kikimordi ""Sexual harassment is a naked abuse of power.""

BBC Africa Eye's explosive new documentary premieres on Monday 7t…",en,Globe Trotter,False,Twitter for Android,4100,0
2019-10-11 06:06:35,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,Doha Qatar. ,False,Twitter for Android,16536,0
2019-10-11 06:06:17,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,,False,Twitter Web App,143,0
2019-10-11 05:58:24,"RT @kikimordi: The full Documentary is here https://t.co/cB0SbnzSIi
#SexForGrades #BBCAfricaEye https://t.co/APQkGx7guY",en,Lagos,False,Twitter for iPhone,4723,0
2019-10-11 05:54:57,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Lorde,False,Twitter for Android,143,0
2019-10-11 05:54:29,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,up in the clouds,False,Twitter for Android,143,0
2019-10-11 05:45:47,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,,False,Twitter for Android,130,0
2019-10-11 05:44:00,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,,False,Twitter for Android,16536,0
2019-10-11 05:39:13,"RT @AkiMarlin: For those searching for the BBC 
#SEXFORGRADES  🎥 Documentary here is a  #THREAD for the Video as it unrolls ; this is a cal…",en,"Ibadan, Nigeria",False,Twitter for Android,5140,0
2019-10-11 05:32:36,"RT @kikimordi: Tonight, we will reveal more lecturers we caught on camera when we post our full hour long documentary on @BBCAfrica YouTube…",en,Ghana,False,Twitter for Android,10548,0
2019-10-11 05:22:48,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Enugu,Nigeria",False,Twitter for Android,143,0
2019-10-11 05:10:21,"RT @AkiMarlin: For those searching for the BBC 
#SEXFORGRADES  🎥 Documentary here is a  #THREAD for the Video as it unrolls ; this is a cal…",en,,False,Twitter for iPhone,5140,0
2019-10-11 05:09:17,RT @FaroukBamusa: #SexForGrades reminds us of the imperativeness of investigative journalism towards social accountability. #BBCAfricaEye d…,en,Lagos Nigeria,False,Twitter Web App,12,0
2019-10-11 05:08:54,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Accra, Ghana.",False,Twitter for Android,143,0
2019-10-11 05:07:14,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,Uganda,False,Twitter for Android,130,0
2019-10-11 05:03:25,"RT @BBCAfrica: Thread:

Sex for Grades - university lecturers harassing female students, pressuring them for sex in return for grades or ad…",en,kampala Uganda,False,Twitter for Android,6634,0
2019-10-11 05:00:02,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Port harcourt,False,Twitter for Android,143,0
2019-10-11 04:56:22,"RT @njokingumi: Someone in data visualisation: please scan the comments under #BBCAfricaEye and #SexForGrades, and give us a dot on the map…",en,Nairobi ,False,Twitter for Android,391,0
2019-10-11 04:52:07,"RT @Gidi_Traffic: ""@scordk: University Lecturers right now 😆😆😆😆 @Gidi_Traffic #SexForGrades #BBCAfricaEye https://t.co/XWAyJodrVr",en,"lagos,nigeria",False,Twitter for Android,31,0
2019-10-11 04:34:52,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Lagos, Nigeria",False,Twitter for iPhone,143,0
2019-10-11 04:34:00,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,Naija,False,Twitter for iPhone,143,0
2019-10-11 04:29:17,"RT @gistnigeriatv: ""I haven't gotten any death threats as we've seen on social media.""

@kikimordi tells #GistNigeria's @WaleFakile as she…",en,"Lagos, Nigeria",False,Twitter for Android,42,0
2019-10-11 04:07:25,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,,False,Twitter for Android,16536,0
2019-10-11 04:03:33,"RT @BBCAfrica: For the past year, BBC Africa Eye has been secretly investigating sexual harassment by lecturers at West Africa's most prest…",en,,False,Twitter for Android,16536,0
2019-10-11 03:50:58,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,,False,Twitter Web App,143,0
2019-10-11 03:45:18,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,"Abuja, Nigeria",False,Twitter for iPhone,143,0
2019-10-11 03:44:03,"RT @AkiMarlin: For those searching for the BBC 
#SEXFORGRADES  🎥 Documentary here is a  #THREAD for the Video as it unrolls ; this is a cal…",en,,False,Twitter for Android,5140,0
2019-10-11 03:39:39,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,,False,Twitter for Android,130,0
2019-10-11 03:38:14,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,Nigeria,False,Twitter for Android,130,0
2019-10-11 03:27:58,"RT @kikimordi: Tonight, we will reveal more lecturers we caught on camera when we post our full hour long documentary on @BBCAfrica YouTube…",en,"New York, USA",False,Twitter for iPhone,10548,0
2019-10-11 03:27:48,"RT @gistnigeriatv: ""I haven't gotten any death threats as we've seen on social media.""

@kikimordi tells #GistNigeria's @WaleFakile as she…",en,Nigeria,False,Twitter for Android,42,0
2019-10-11 03:25:32,"RT @BBCAfrica: ""This was the hardest thing I've ever done.""

@kikimordi tells our Women's Affairs journalist @azzy4women, what it was like…",en,Nigeria,False,Twitter for Android,130,0
2019-10-11 03:22:15,"RT @kikimordi: The full Documentary is here https://t.co/cB0SbnzSIi
#SexForGrades #BBCAfricaEye https://t.co/APQkGx7guY",en,"Glasgow, United Kingdom",False,Twitter for iPhone,4723,0
2019-10-11 03:00:20,"RT @ajrandell_: Dr Paul Kwame Butakor,a university of Ghana lecturer busted in BBC's 'sex for grades' scandal || #AJRandell #BBCAfricaEye #…",en,"Ilorin, Kwara State",False,Twitter for Android,41,0
2019-10-11 02:52:44,"RT @BBCAfrica: Thread:

Sex for Grades - university lecturers harassing female students, pressuring them for sex in return for grades or ad…",en,milwaukee wi,False,Twitter for iPhone,6634,0
2019-10-11 02:50:37,RT @allafrica: Nigerian Senate Reintroduces Anti-Sexual Harassment Bill https://t.co/lam3jv1wHM #Nigeria #SexForGrades #BBCAfricaEye #ColdR…,en,"Lagos, Nigeria",False,Twitter for Android,4,0
2019-10-11 02:50:37,"RT @AkiMarlin: For those searching for the BBC 
#SEXFORGRADES  🎥 Documentary here is a  #THREAD for the Video as it unrolls ; this is a cal…",en,Dreamville,False,Twitter for iPhone,5140,0
2019-10-11 02:44:12,RT @allafrica: Nigerian Senate Reintroduces Anti-Sexual Harassment Bill https://t.co/lam3jv1wHM #Nigeria #SexForGrades #BBCAfricaEye #ColdR…,en,,False,Twitter Web App,4,0
2019-10-11 02:39:18,"RT @kikimordi: Hey I forgot to mention that we hit a million views in two days!
How cool is that? @BBCAfrica
#BBCAfricaEye #SexForGrades…",en,,False,Twitter for iPhone,143,0
2019-10-11 02:34:43,RT @allafrica: Nigerian Senate Reintroduces Anti-Sexual Harassment Bill https://t.co/lam3jv1wHM #Nigeria #SexForGrades #BBCAfricaEye #ColdR…,en,Canada,False,Twitter Web App,4,0
2019-10-11 02:33:37,RT @allafrica: Nigerian Senate Reintroduces Anti-Sexual Harassment Bill https://t.co/lam3jv1wHM #Nigeria #SexForGrades #BBCAfricaEye #ColdR…,en,Randburg,False,Twitter for Android,4,0
